strategy,model,window_id,source_file,class,label_index,vessel_group,split,start_seconds,end_seconds,predicted_label_index,predicted_class,probability_Cargo,probability_Passengership,probability_Tanker,probability_Tug,maximum_probability,true_class_probability,correct,embedding_distance,rms,low_level,vessel_name,session_identifier,source_boundary,file,current_label,model_disagreement,embedding_outlier,low_rms,selection_reasons,playback_command,reviewer_confidence,target_audibility,overlapping_sources,category_ambiguity,boundary_metadata_concern,environmental_site_cue_concern,final_disposition,reviewer_notes
class_vessel_balanced_sampling,small_cnn,tanker-42-000000000ms,Tanker/42.wav,Tanker,2,chembulk new,train,0.0,5.0,0,Cargo,0.4102746546268463,0.213992178440094,0.3629907369613647,0.0127424169331789,0.4102746546268463,0.3629907369613647,False,3.4093211543139685,0.0078515661880373,False,CHEMBULK NEW,Tanker-20161002-130331-42,True,Tanker/42.wav,Tanker,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Tanker/42.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-20-000065000ms,Tanker/20.wav,Tanker,2,chemical aquarius,train,65.0,70.0,0,Cargo,0.3971800506114959,0.2326282560825348,0.3575712740421295,0.0126204174011945,0.3971800506114959,0.3575712740421295,False,3.5025631783756546,0.0052133663557469,False,CHEMICAL AQUARIUS,Tanker-20160702-225342-20,False,Tanker/20.wav,Tanker,True,False,False,vessel_group_coverage;model_disagreement,ffplay -nodisp -autoexit -ss 65.000 -t 5 data/raw/deepship/Tanker/20.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-2-000145000ms,Tanker/2.wav,Tanker,2,cherry galaxy,train,145.0,150.0,0,Cargo,0.3962083458900451,0.2536213099956512,0.3376289010047912,0.0125414282083511,0.3962083458900451,0.3376289010047912,False,4.005232121194237,0.0013238412793725,False,CHERRY GALAXY,Tanker-20160511-030034-2,True,Tanker/2.wav,Tanker,True,False,True,vessel_group_coverage;model_disagreement;low_rms;source_boundary,ffplay -nodisp -autoexit -ss 145.000 -t 5 data/raw/deepship/Tanker/2.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,cargo-78-000185000ms,Cargo/78.wav,Cargo,0,cma cgm,validation,185.0,190.0,2,Tanker,0.3597517013549804,0.2058785706758499,0.3924417197704315,0.0419280864298343,0.3924417197704315,0.3597517013549804,False,3.128827832323835,0.004527723416686,False,CMA CGM,Cargo-20171207-010450-78,True,Cargo/78.wav,Cargo,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 185.000 -t 5 data/raw/deepship/Cargo/78.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,passengership-50-000155000ms,Passengership/50.wav,Passengership,1,coastal inspiration,train,155.0,160.0,0,Cargo,0.3598697781562805,0.2539312541484833,0.3401758670806885,0.0460230819880962,0.3598697781562805,0.2539312541484833,False,4.534473803813206,0.0048684300854802,False,COASTAL INSPIRATION,Passengership-20161214-162017-50,True,Passengership/50.wav,Passengership,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 155.000 -t 5 data/raw/deepship/Passengership/50.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,passengership-17-000020000ms,Passengership/17.wav,Passengership,1,coastal renaissance,train,20.0,25.0,0,Cargo,0.3866090774536133,0.3076635301113128,0.2763930261135101,0.0293344501405954,0.3866090774536133,0.3076635301113128,False,3.792327179348212,0.0023604510352015,False,COASTAL RENAISSANCE,Passengership-20160606-153056-17,True,Passengership/17.wav,Passengership,True,False,True,vessel_group_coverage;model_disagreement;low_rms;source_boundary,ffplay -nodisp -autoexit -ss 20.000 -t 5 data/raw/deepship/Passengership/17.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,passengership-32-000045000ms,Passengership/32.wav,Passengership,1,columbia,train,45.0,50.0,2,Tanker,0.3925336897373199,0.181274875998497,0.4113638401031494,0.0148275606334209,0.4113638401031494,0.181274875998497,False,3.137829393199072,0.0023674662224948,False,COLUMBIA,Passengership-20160813-040611-32,True,Passengership/32.wav,Passengership,True,False,True,vessel_group_coverage;model_disagreement;low_rms;source_boundary,ffplay -nodisp -autoexit -ss 45.000 -t 5 data/raw/deepship/Passengership/32.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,passengership-29-000000000ms,Passengership/29.wav,Passengership,1,crystal serenity,validation,0.0,5.0,0,Cargo,0.3669673502445221,0.3324195742607116,0.2892792820930481,0.0113338315859436,0.3669673502445221,0.3324195742607116,False,6.729402313110058,0.0049384646117687,False,CRYSTAL SERENITY,Passengership-20160727-111808-29,True,Passengership/29.wav,Passengership,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Passengership/29.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-33-000010000ms,Tanker/33.wav,Tanker,2,emma victory,train,10.0,15.0,3,Tug,0.149503618478775,0.0828741863369941,0.2984159290790558,0.469206303358078,0.469206303358078,0.2984159290790558,False,10.2129025302488,0.0079922527074813,False,EMMA VICTORY,Tanker-20160823-041452-33,True,Tanker/33.wav,Tanker,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 10.000 -t 5 data/raw/deepship/Tanker/33.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-39-000000000ms,Tanker/39.wav,Tanker,2,fuji galaxy,train,0.0,5.0,3,Tug,0.1922033578157425,0.0887564122676849,0.3593946397304535,0.3596455752849579,0.3596455752849579,0.3593946397304535,False,12.057572897380098,0.0017541238339617,False,FUJI GALAXY,Tanker-20160910-190037-39,True,Tanker/39.wav,Tanker,True,True,False,vessel_group_coverage;model_disagreement;embedding_outlier;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Tanker/39.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-24-000000000ms,Tanker/24.wav,Tanker,2,high endurance,train,0.0,5.0,0,Cargo,0.3976703584194183,0.245828777551651,0.3462387919425964,0.0102621456608176,0.3976703584194183,0.3462387919425964,False,4.937687159646145,0.0075492095202207,False,HIGH ENDURANCE,Tanker-20160710-104049-24,True,Tanker/24.wav,Tanker,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Tanker/24.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,passengership-27-000000000ms,Passengership/27.wav,Passengership,1,kennicott,train,0.0,5.0,2,Tanker,0.2651275098323822,0.158889964222908,0.3560903072357178,0.2198922038078308,0.3560903072357178,0.158889964222908,False,11.835666751572647,0.0027911856304854,False,KENNICOTT,Passengership-20160724-035758-27,True,Passengership/27.wav,Passengership,True,True,False,vessel_group_coverage;model_disagreement;embedding_outlier;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Passengership/27.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-32-000000000ms,Tanker/32.wav,Tanker,2,kirkeholmen,train,0.0,5.0,0,Cargo,0.3872163891792297,0.2359503656625747,0.3625630438327789,0.0142701379954814,0.3872163891792297,0.3625630438327789,False,3.281741122393655,0.0011855988996103,False,KIRKEHOLMEN,Tanker-20160810-215541-32,True,Tanker/32.wav,Tanker,True,False,True,vessel_group_coverage;model_disagreement;low_rms;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Tanker/32.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-5-000040000ms,Tanker/5.wav,Tanker,2,lynda victory,test,40.0,45.0,2,Tanker,0.3515271842479706,0.2415009140968322,0.3854701817035675,0.021501762792468,0.3854701817035675,0.3854701817035675,True,3.0851748028627988,0.0044819233007729,False,LYNDA VICTORY,Tanker-20160519-123958-5,True,Tanker/5.wav,Tanker,False,False,False,vessel_group_coverage;source_boundary,ffplay -nodisp -autoexit -ss 40.000 -t 5 data/raw/deepship/Tanker/5.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,passengership-4-000195000ms,Passengership/4.wav,Passengership,1,malaspina,test,195.0,200.0,2,Tanker,0.3561971485614776,0.2456030994653701,0.3669359087944031,0.0312637761235237,0.3669359087944031,0.2456030994653701,False,3.630974700768146,0.0026290139649063,False,MALASPINA,Passengership-20160507-043512-4,True,Passengership/4.wav,Passengership,True,False,True,vessel_group_coverage;model_disagreement;low_rms;source_boundary,ffplay -nodisp -autoexit -ss 195.000 -t 5 data/raw/deepship/Passengership/4.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tug-9-000060000ms,Tug/9.wav,Tug,3,millenniumstar,validation,60.0,65.0,0,Cargo,0.2922468483448028,0.1850012093782425,0.2888141572475433,0.2339377701282501,0.2922468483448028,0.2339377701282501,False,11.714346199520842,0.0041787675581872,False,MILLENNIUMSTAR,Tug-20171115-133938-9,False,Tug/9.wav,Tug,True,True,False,vessel_group_coverage;model_disagreement;embedding_outlier,ffplay -nodisp -autoexit -ss 60.000 -t 5 data/raw/deepship/Tug/9.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-10-000000000ms,Tanker/10.wav,Tanker,2,nave orbit,train,0.0,5.0,2,Tanker,0.3766931295394897,0.2154058814048767,0.3770278692245483,0.0308730788528919,0.3770278692245483,0.3770278692245483,True,2.471672306567271,0.0036054288502782,False,NAVE ORBIT,Tanker-20160602-225434-10,True,Tanker/10.wav,Tanker,False,False,False,vessel_group_coverage;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Tanker/10.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,cargo-15-000025000ms,Cargo/15.wav,Cargo,0,new nada,test,25.0,30.0,2,Tanker,0.3283499777317047,0.1375204920768737,0.4948551952838897,0.0392743609845638,0.4948551952838897,0.3283499777317047,False,4.484756097824383,0.0026281217578798,False,NEW NADA,Cargo-20171114-195740-15,False,Cargo/15.wav,Cargo,True,False,True,vessel_group_coverage;model_disagreement;low_rms,ffplay -nodisp -autoexit -ss 25.000 -t 5 data/raw/deepship/Cargo/15.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-30-000000000ms,Tanker/30.wav,Tanker,2,nord steady,train,0.0,5.0,2,Tanker,0.3594156205654144,0.211883932352066,0.4038488864898681,0.0248515121638774,0.4038488864898681,0.4038488864898681,True,1.954388116878147,0.0028548706322908,False,NORD STEADY,Tanker-20160808-203415-30,True,Tanker/30.wav,Tanker,False,False,False,vessel_group_coverage;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Tanker/30.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-50-000000000ms,Tanker/50.wav,Tanker,2,ocean reliance,test,0.0,5.0,0,Cargo,0.432314932346344,0.2191266864538192,0.3337031900882721,0.0148551408201456,0.432314932346344,0.3337031900882721,False,2.780014988476937,0.0010080666979774,False,OCEAN RELIANCE,Tanker-20161101-053459-50,True,Tanker/50.wav,Tanker,True,False,True,vessel_group_coverage;model_disagreement;low_rms;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Tanker/50.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-18-000000000ms,Tanker/18.wav,Tanker,2,overseas athens,validation,0.0,5.0,0,Cargo,0.3568530678749084,0.3196836411952972,0.259741872549057,0.0637214258313179,0.3568530678749084,0.259741872549057,False,7.020311292826796,0.0064958059228956,False,OVERSEAS ATHENS,Tanker-20160619-215854-18,True,Tanker/18.wav,Tanker,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Tanker/18.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,cargo-41-000000000ms,Cargo/41.wav,Cargo,0,princess superior,train,0.0,5.0,0,Cargo,0.3911841213703155,0.201386421918869,0.2764143049716949,0.1310151368379593,0.3911841213703155,0.3911841213703155,True,9.515134701644747,0.0037089218385517,False,PRINCESS SUPERIOR,Cargo-20171124-134001-41,True,Cargo/41.wav,Cargo,False,False,False,vessel_group_coverage;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Cargo/41.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,passengership-14-000040000ms,Passengership/14.wav,Passengership,1,queen of,train,40.0,45.0,0,Cargo,0.3366128206253052,0.2979370653629303,0.3347069025039673,0.0307432971894741,0.3366128206253052,0.2979370653629303,False,4.673464938709622,0.0051766270771622,False,QUEEN OF,Passengership-20160601-035047-14,True,Passengership/14.wav,Passengership,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 40.000 -t 5 data/raw/deepship/Passengership/14.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,passengership-5-000005000ms,Passengership/5.wav,Passengership,1,ruby princess,train,5.0,10.0,0,Cargo,0.3624934256076813,0.3052369356155395,0.3112458884716034,0.0210237428545951,0.3624934256076813,0.3052369356155395,False,3.581734663002503,0.0052804923616349,False,RUBY PRINCESS,Passengership-20160507-115325-5,True,Passengership/5.wav,Passengership,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 5.000 -t 5 data/raw/deepship/Passengership/5.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tug-40-000095000ms,Tug/40.wav,Tug,3,seaspan commander,test,95.0,100.0,0,Cargo,0.331626832485199,0.2445277124643325,0.3281714916229248,0.0956740379333496,0.331626832485199,0.0956740379333496,False,7.965314138541808,0.0019245338626205,False,SEASPAN COMMANDER,Tug-20171203-113510-40,False,Tug/40.wav,Tug,True,False,True,vessel_group_coverage;model_disagreement;low_rms,ffplay -nodisp -autoexit -ss 95.000 -t 5 data/raw/deepship/Tug/40.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tug-49-000185000ms,Tug/49.wav,Tug,3,seaspan eagle,train,185.0,190.0,3,Tug,0.017097745090723,0.0071995658800005,0.0495331771671772,0.9261695146560668,0.9261695146560668,0.9261695146560668,True,3.750198472479571,0.0019499339396134,False,SEASPAN EAGLE,Tug-20171210-132956-49,True,Tug/49.wav,Tug,False,False,True,vessel_group_coverage;low_rms;source_boundary,ffplay -nodisp -autoexit -ss 185.000 -t 5 data/raw/deepship/Tug/49.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,cargo-27-000060000ms,Cargo/27.wav,Cargo,0,seaspan reliant,train,60.0,65.0,3,Tug,0.2853327989578247,0.1341894119977951,0.2726553678512573,0.307822436094284,0.307822436094284,0.2853327989578247,False,13.470590608459636,0.003579935291782,False,SEASPAN RELIANT,Cargo-20171118-055532-27,False,Cargo/27.wav,Cargo,True,True,False,vessel_group_coverage;model_disagreement;embedding_outlier,ffplay -nodisp -autoexit -ss 60.000 -t 5 data/raw/deepship/Cargo/27.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,cargo-110-000195000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,195.0,200.0,2,Tanker,0.3753593266010284,0.1322369426488876,0.4781590402126312,0.0142446877434849,0.4781590402126312,0.3753593266010284,False,5.272418658904607,0.0022199971135705,False,SEASPAN SWIFT,Cargo-20171215-214529-110,True,Cargo/110.wav,Cargo,True,False,True,vessel_group_coverage;model_disagreement;low_rms;source_boundary,ffplay -nodisp -autoexit -ss 195.000 -t 5 data/raw/deepship/Cargo/110.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-48-000030000ms,Tanker/48.wav,Tanker,2,silver muna,validation,30.0,35.0,0,Cargo,0.3999267816543579,0.2661800682544708,0.3221664428710937,0.0117266857996582,0.3999267816543579,0.3221664428710937,False,4.133246340084056,0.0051149222999811,False,SILVER MUNA,Tanker-20161027-145435-48,True,Tanker/48.wav,Tanker,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 30.000 -t 5 data/raw/deepship/Tanker/48.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-9-000000000ms,Tanker/9.wav,Tanker,2,songa ruby,train,0.0,5.0,0,Cargo,0.4050849676132202,0.2238359600305557,0.3607011139392853,0.0103779891505837,0.4050849676132202,0.3607011139392853,False,4.434202956915636,0.0062721786089241,False,SONGA RUBY,Tanker-20160602-203639-9,True,Tanker/9.wav,Tanker,True,False,False,vessel_group_coverage;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Tanker/9.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,cargo-96-000190000ms,Cargo/96.wav,Cargo,0,star harmonia,train,190.0,195.0,0,Cargo,0.4109950661659241,0.2754378020763397,0.2929672002792358,0.0205999743193388,0.4109950661659241,0.4109950661659241,True,2.229559328684606,0.0026700606103986,False,STAR HARMONIA,Cargo-20171213-154210-96,True,Cargo/96.wav,Cargo,False,False,True,vessel_group_coverage;low_rms;source_boundary,ffplay -nodisp -autoexit -ss 190.000 -t 5 data/raw/deepship/Cargo/96.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,cargo-44-000035000ms,Cargo/44.wav,Cargo,0,westwood columbia,train,35.0,40.0,2,Tanker,0.3575769364833832,0.2190213352441787,0.3907584249973297,0.0326433591544628,0.3907584249973297,0.3575769364833832,False,2.735995497286667,0.0149644957855343,False,WESTWOOD COLUMBIA,Cargo-20171125-120743-44,False,Cargo/44.wav,Cargo,True,False,False,vessel_group_coverage;model_disagreement,ffplay -nodisp -autoexit -ss 35.000 -t 5 data/raw/deepship/Cargo/44.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-38-000010000ms,Tanker/38.wav,Tanker,2,yankul silver,train,10.0,15.0,3,Tug,0.1998580694198608,0.1067660227417945,0.3217681646347046,0.3716077506542206,0.3716077506542206,0.3217681646347046,False,11.492838311175428,0.0016447773668915,False,YANKUL SILVER,Tanker-20160907-094356-38,False,Tanker/38.wav,Tanker,True,False,True,vessel_group_coverage;model_disagreement;low_rms,ffplay -nodisp -autoexit -ss 10.000 -t 5 data/raw/deepship/Tanker/38.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-50-000005000ms,Tanker/50.wav,Tanker,2,ocean reliance,test,5.0,10.0,0,Cargo,0.4237985908985138,0.2174096405506134,0.3368635475635528,0.0219283234328031,0.4237985908985138,0.3368635475635528,False,2.313140753420595,0.0009491307428106,False,OCEAN RELIANCE,Tanker-20161101-053459-50,True,Tanker/50.wav,Tanker,True,False,True,lowest_rms;model_disagreement;low_rms;source_boundary,ffplay -nodisp -autoexit -ss 5.000 -t 5 data/raw/deepship/Tanker/50.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tanker-38-000065000ms,Tanker/38.wav,Tanker,2,yankul silver,train,65.0,70.0,2,Tanker,0.1999278217554092,0.0835249423980712,0.3925283253192901,0.3240188956260681,0.3925283253192901,0.3925283253192901,True,14.256805782956922,0.0017320229671895,False,YANKUL SILVER,Tanker-20160907-094356-38,False,Tanker/38.wav,Tanker,False,True,False,highest_embedding_distance;embedding_outlier,ffplay -nodisp -autoexit -ss 65.000 -t 5 data/raw/deepship/Tanker/38.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,cargo-15-000000000ms,Cargo/15.wav,Cargo,0,new nada,test,0.0,5.0,2,Tanker,0.3018866777420044,0.1170264258980751,0.5411370396614075,0.0399499200284481,0.5411370396614075,0.3018866777420044,False,5.612754602685919,0.0036584574263542,False,NEW NADA,Cargo-20171114-195740-15,True,Cargo/15.wav,Cargo,True,False,False,highest_confidence_disagreement;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 0.000 -t 5 data/raw/deepship/Cargo/15.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tug-40-000175000ms,Tug/40.wav,Tug,3,seaspan commander,test,175.0,180.0,2,Tanker,0.3276934623718261,0.2548946738243103,0.3707605302333832,0.0466513708233833,0.3707605302333832,0.0466513708233833,False,4.642530298014814,0.0055713066831231,False,SEASPAN COMMANDER,Tug-20171203-113510-40,False,Tug/40.wav,Tug,True,False,False,lowest_true_class_probability;model_disagreement,ffplay -nodisp -autoexit -ss 175.000 -t 5 data/raw/deepship/Tug/40.wav,,,,,,,,
class_vessel_balanced_sampling,small_cnn,tug-9-000195000ms,Tug/9.wav,Tug,3,millenniumstar,validation,195.0,200.0,0,Cargo,0.3758873343467712,0.2333859503269195,0.3433358371257782,0.0473908819258213,0.3758873343467712,0.0473908819258213,False,4.732530903265717,0.0160247236490249,False,MILLENNIUMSTAR,Tug-20171115-133938-9,True,Tug/9.wav,Tug,True,False,False,source_boundary;model_disagreement;source_boundary,ffplay -nodisp -autoexit -ss 195.000 -t 5 data/raw/deepship/Tug/9.wav,,,,,,,,
