strategy,model,window_id,source_file,class,label_index,vessel_group,split,start_seconds,end_seconds,predicted_label_index,predicted_class,probability_Cargo,probability_Passengership,probability_Tanker,probability_Tug,maximum_probability,true_class_probability,correct,embedding_distance,rms,low_level,vessel_name,session_identifier,source_boundary,file,current_label
class_vessel_balanced_sampling,small_cnn,cargo-103-000150000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,150.0,155.0,0,Cargo,0.3955737352371216,0.20404084026813507,0.39055389165878296,0.009831463918089867,0.3955737352371216,0.3955737352371216,True,5.093281090365608,0.003515461692586541,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000155000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,155.0,160.0,0,Cargo,0.3980051875114441,0.2042536735534668,0.3885408043861389,0.00920039787888527,0.3980051875114441,0.3980051875114441,True,5.47853712992935,0.0033120550215244293,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000160000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,160.0,165.0,0,Cargo,0.40075162053108215,0.1935158222913742,0.3963574171066284,0.009375182911753654,0.40075162053108215,0.40075162053108215,True,5.434256380368079,0.00328237097710371,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000165000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,165.0,170.0,2,Tanker,0.3960074186325073,0.17743070423603058,0.4178903102874756,0.00867158081382513,0.4178903102874756,0.3960074186325073,False,5.826582011747866,0.00306296837516129,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000170000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,170.0,175.0,2,Tanker,0.39190641045570374,0.16741952300071716,0.431768000125885,0.008906004950404167,0.431768000125885,0.39190641045570374,False,5.748637438726433,0.003422023495659232,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000175000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,175.0,180.0,2,Tanker,0.3930326998233795,0.17009390890598297,0.427648663520813,0.00922470074146986,0.427648663520813,0.3930326998233795,False,5.580055686559544,0.003158378880470991,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000180000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,180.0,185.0,2,Tanker,0.3981681764125824,0.1809549629688263,0.41097527742385864,0.009901604615151882,0.41097527742385864,0.3981681764125824,False,5.0093366630592095,0.002695147879421711,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000185000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,185.0,190.0,2,Tanker,0.3993561863899231,0.17871731519699097,0.41293588280677795,0.008990643545985222,0.41293588280677795,0.3993561863899231,False,5.601076422029664,0.0028039247263222933,False,SEASPAN SWIFT,Cargo-20171214-213748-103,False,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-103-000190000ms,Cargo/103.wav,Cargo,0,seaspan swift,train,190.0,195.0,2,Tanker,0.395397424697876,0.18498152494430542,0.40997862815856934,0.009642490185797215,0.40997862815856934,0.395397424697876,False,5.208942906454995,0.002667622873559594,False,SEASPAN SWIFT,Cargo-20171214-213748-103,True,Cargo/103.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000000000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,0.0,5.0,2,Tanker,0.3861255943775177,0.15269631147384644,0.4523800313472748,0.008797966875135899,0.4523800313472748,0.3861255943775177,False,6.135144212388972,0.03684604540467262,False,SEASPAN SWIFT,Cargo-20171215-214529-110,True,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000005000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,5.0,10.0,2,Tanker,0.3844572603702545,0.1314089000225067,0.476141095161438,0.007992712780833244,0.476141095161438,0.3844572603702545,False,7.263220760622499,0.039136674255132675,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000010000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,10.0,15.0,2,Tanker,0.3903256058692932,0.1382899135351181,0.46356523036956787,0.007819314487278461,0.46356523036956787,0.3903256058692932,False,7.104547748126637,0.0306972935795784,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000015000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,15.0,20.0,2,Tanker,0.3803783655166626,0.139747753739357,0.4723902642726898,0.007483606692403555,0.4723902642726898,0.3803783655166626,False,7.306214151246939,0.03167998790740967,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000020000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,20.0,25.0,2,Tanker,0.38113299012184143,0.13914810121059418,0.47185733914375305,0.007861618883907795,0.47185733914375305,0.38113299012184143,False,6.996787167484265,0.026633961126208305,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000025000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,25.0,30.0,2,Tanker,0.38428983092308044,0.14864014089107513,0.4591129422187805,0.00795708131045103,0.4591129422187805,0.38428983092308044,False,6.692503149951423,0.020810415968298912,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000030000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,30.0,35.0,2,Tanker,0.3868725895881653,0.14516288042068481,0.46008431911468506,0.007880221121013165,0.46008431911468506,0.3868725895881653,False,6.861873653947674,0.02054954320192337,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000035000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,35.0,40.0,2,Tanker,0.39406636357307434,0.14880381524562836,0.4485863745212555,0.008543558418750763,0.4485863745212555,0.39406636357307434,False,6.387317806109662,0.017341509461402893,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000040000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,40.0,45.0,2,Tanker,0.40112075209617615,0.16241143643856049,0.4279351532459259,0.008532660081982613,0.4279351532459259,0.40112075209617615,False,6.114818529748787,0.0131538612768054,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000045000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,45.0,50.0,2,Tanker,0.40029335021972656,0.17237426340579987,0.41812077164649963,0.00921159889549017,0.41812077164649963,0.40029335021972656,False,5.486061654337575,0.011638525873422623,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000050000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,50.0,55.0,2,Tanker,0.4078110158443451,0.1731080412864685,0.4101656675338745,0.008915293030440807,0.4101656675338745,0.4078110158443451,False,5.744722580700252,0.010965976864099503,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000055000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,55.0,60.0,2,Tanker,0.3905792832374573,0.18284356594085693,0.4168875217437744,0.009689627215266228,0.4168875217437744,0.3905792832374573,False,5.103990269556166,0.009628727100789547,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000060000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,60.0,65.0,2,Tanker,0.39287421107292175,0.18051555752754211,0.4163176417350769,0.010292552411556244,0.4163176417350769,0.39287421107292175,False,4.815861745419689,0.008392717689275742,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000065000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,65.0,70.0,2,Tanker,0.3969449996948242,0.18834680318832397,0.40332239866256714,0.011385787278413773,0.40332239866256714,0.3969449996948242,False,4.4402370358323875,0.00748893478885293,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000070000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,70.0,75.0,2,Tanker,0.3922094702720642,0.19111481308937073,0.40516722202301025,0.011508500203490257,0.40516722202301025,0.3922094702720642,False,4.273839209731357,0.007324657868593931,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000075000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,75.0,80.0,2,Tanker,0.40202876925468445,0.18194669485092163,0.4052858054637909,0.010738692246377468,0.4052858054637909,0.40202876925468445,False,4.818480557658592,0.0070396894589066505,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000080000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,80.0,85.0,0,Cargo,0.40282413363456726,0.19106747210025787,0.3953190743923187,0.01078936830163002,0.40282413363456726,0.40282413363456726,True,4.665524174189814,0.00603926507756114,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000085000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,85.0,90.0,0,Cargo,0.4130406975746155,0.18931888043880463,0.3857917785644531,0.011848640628159046,0.4130406975746155,0.4130406975746155,True,4.2752653658713236,0.005452588200569153,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000090000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,90.0,95.0,0,Cargo,0.41339755058288574,0.20009936392307281,0.37374410033226013,0.012758903205394745,0.41339755058288574,0.41339755058288574,True,3.606015601188746,0.0046636927872896194,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000095000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,95.0,100.0,0,Cargo,0.40836891531944275,0.18936076760292053,0.3908184766769409,0.011451847851276398,0.40836891531944275,0.40836891531944275,True,4.301852238589247,0.004843075294047594,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000100000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,100.0,105.0,2,Tanker,0.40621280670166016,0.16948097944259644,0.4129020869731903,0.011404109187424183,0.4129020869731903,0.40621280670166016,False,4.589469078628205,0.005578266456723213,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000105000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,105.0,110.0,2,Tanker,0.398868203163147,0.17586065828800201,0.413041353225708,0.012229790911078453,0.413041353225708,0.398868203163147,False,4.028310867056426,0.00503863301128149,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000110000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,110.0,115.0,0,Cargo,0.4051104485988617,0.1835852861404419,0.39884257316589355,0.012461690232157707,0.4051104485988617,0.4051104485988617,True,4.246653592622538,0.004332228563725948,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000115000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,115.0,120.0,0,Cargo,0.41843611001968384,0.19267167150974274,0.3744758367538452,0.014416295103728771,0.41843611001968384,0.41843611001968384,True,3.59276342524813,0.003701435634866357,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000120000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,120.0,125.0,0,Cargo,0.4099341034889221,0.1871291548013687,0.3888570964336395,0.014079618267714977,0.4099341034889221,0.4099341034889221,True,3.8899134271579814,0.0034134085290133953,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000125000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,125.0,130.0,0,Cargo,0.4071512222290039,0.1781495064496994,0.4018835127353668,0.012815852649509907,0.4071512222290039,0.4071512222290039,True,4.329527535896385,0.003586124163120985,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000130000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,130.0,135.0,0,Cargo,0.4061374068260193,0.18806400895118713,0.39322853088378906,0.01257008034735918,0.4061374068260193,0.4061374068260193,True,4.06344158084286,0.0033080216962844133,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000135000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,135.0,140.0,0,Cargo,0.411218523979187,0.17562933266162872,0.4021894931793213,0.010962673462927341,0.411218523979187,0.411218523979187,True,5.033628376808281,0.0035221248399466276,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000140000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,140.0,145.0,2,Tanker,0.40853092074394226,0.16424590349197388,0.4168515205383301,0.010371663607656956,0.4168515205383301,0.40853092074394226,False,5.293888028696576,0.00372717110440135,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000145000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,145.0,150.0,2,Tanker,0.4037747383117676,0.16238637268543243,0.4236598014831543,0.010179122909903526,0.4236598014831543,0.4037747383117676,False,5.321106682087951,0.0039189704693853855,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000150000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,150.0,155.0,2,Tanker,0.3935565948486328,0.18488739430904388,0.40927574038505554,0.012280245311558247,0.40927574038505554,0.3935565948486328,False,4.123625545748152,0.003217455931007862,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
class_vessel_balanced_sampling,small_cnn,cargo-110-000155000ms,Cargo/110.wav,Cargo,0,seaspan swift,train,155.0,160.0,2,Tanker,0.39517733454704285,0.16077157855033875,0.43227750062942505,0.0117735480889678,0.43227750062942505,0.39517733454704285,False,4.906827882592325,0.003630870021879673,False,SEASPAN SWIFT,Cargo-20171215-214529-110,False,Cargo/110.wav,Cargo
